,Date,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign Traffic,Total_Sessions,Total_Bounces,Total_Duration,Days away from max date,Latest report?,Target_Groups
6166,2022-09-06,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,5,0,3,55,0,2
6167,2022-09-24,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,37,0,1
6168,2022-09-20,2,CloserTwins,MoreAll,User ID Display,,Campaign,6,0,0,41,0,1
6169,2022-10-08,2,CloserTwins,MoreAll,User ID Display,,Campaign,5,0,0,23,0,1
6170,2022-10-19,3,CloserTwins,MoreAll,User ID Display,,Campaign,10,0,0,12,1,1
6171,2022-08-02,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,15,0,0,90,0,2
6172,2022-05-28,3,CloserTwins,Cutdown,Facebook,Video,Campaign,2,0,50,156,0,1
6173,2022-06-26,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0,127,0,2
6174,2022-07-26,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,97,0,2
6175,2022-04-09,6,CompetitiveOpportunity,Others,LinkedIn,Single image,Campaign,5,0,0,205,0,3
6176,2022-10-17,,CloserTwins,MoreAll,User ID Display,,Campaign,1,0,0,14,0,
6177,2022-05-16,1,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,168,0,1
6178,2022-08-02,4,CloserTwins,MoreAll,Domain Display,,Campaign,2,0,0,90,0,2
6179,2022-09-10,,NaN,NaN,,,General traffic,1,0,0,51,0,
6180,2022-06-26,3,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0,127,0,1
6181,2022-10-24,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,16,0,0,7,1,2
6182,2022-09-08,5,CloseFaster,MoreAll,Domain Display,,Campaign,3,0,0,53,0,2
6183,2022-05-22,2,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0,162,0,1
6184,2022-09-10,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,51,0,2
6185,2022-05-15,5,CloserTwins,Faceoff,LinkedIn,Video,Campaign,1,0,0,169,0,2
6186,2022-07-09,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,114,0,1
6187,2022-09-25,5,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,0,36,0,2
6188,2022-06-13,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,13,0,0,140,0,2
6189,2022-10-15,1,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,11,0,0,16,0,1
6190,2022-08-28,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,3,0,0,64,0,2
6191,2022-09-11,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,16,0,0,50,0,2
6192,2022-05-24,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,160,0,2
6193,2022-04-04,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,13,0,1549,210,0,3
6194,2022-05-25,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,5,0,0,159,0,3
6195,2022-05-30,4,CloserTwins,Faceoff,LinkedIn,Video,Campaign,2,0,807,154,0,2
6196,2022-08-28,4,Others,ad1,LinkedIn,,Campaign,22,0,0,64,0,2
6197,2022-08-26,5,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,4,0,0,66,0,2
6198,2022-10-15,1,CloseFaster,MoreAll,User ID Display,,Campaign,10,0,0,16,0,1
6199,2022-09-19,4,UnfairAdvantage,NoDTI,User ID Display,,Campaign,7,0,0,42,0,2
6200,2022-07-07,5,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,116,0,2
6201,2022-08-06,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,86,0,2
6202,2022-09-24,1,CloserTwins,MoreAll,User ID Display,,Campaign,8,0,0,37,0,1
6203,2022-04-25,3,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,189,0,1
6204,2022-05-26,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,8,0,103,158,0,2
6205,2022-05-14,3,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0,170,0,1
6206,2022-08-02,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,20,0,0,90,0,1
6207,2022-10-13,4,UnfairAdvantage,NaN,Domain Display,,Campaign,36,0,4900,18,0,2
6208,2022-07-29,,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,94,0,
6209,2022-09-29,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,32,0,1
6210,2022-10-01,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,30,0,1
6211,2022-05-08,1,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,176,0,1
6212,2022-08-30,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,62,0,1
6213,2022-04-21,1,CloserTwins,Faceoff,LinkedIn,Video,Campaign,1,0,0,193,0,1
6214,2022-05-10,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,0,174,0,2
6215,2022-05-28,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,156,0,2
6216,2022-09-30,5,CloseFaster,FasterAll,User ID Display,,Campaign,25,22,1396,31,0,2
6217,2022-04-25,3,CloserTwins,Cutdown,Facebook,Video,Campaign,2,0,0,189,0,1
6218,2022-10-22,5,CloseFaster,FasterAll,Domain Display,,Campaign,6,0,0,9,1,2
6219,2022-07-11,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,112,0,2
6220,2022-08-18,5,CloseFaster,MoreAll,User ID Display,,Campaign,3,0,0,74,0,2
6221,2022-05-25,,NaN,NaN,,,General traffic,4712,513,1415030,159,0,
6222,2022-06-07,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,154,0,18558,146,0,3
6223,2022-05-06,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,5,0,245,178,0,3
6224,2022-05-16,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,6,0,209,168,0,3
6225,2022-06-14,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,6,0,60,139,0,2
6226,2022-08-23,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,4,0,0,69,0,2
6227,2022-05-27,2,CloserTwins,MoreAll,Domain Display,,Campaign,1,0,0,157,0,1
6228,2022-05-14,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,170,0,1
6229,2022-06-29,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,3,0,3,124,0,3
6230,2022-07-22,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0,101,0,1
6231,2022-08-23,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,69,0,2
6232,2022-08-10,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,1,0,0,82,0,3
6233,2022-09-01,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,5,0,0,60,0,3
6234,2022-09-13,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,8,0,0,48,0,1
6235,2022-05-08,5,CloserTwins,Cutdown,LinkedIn,Video,Campaign,2,0,0,176,0,2
6236,2022-05-19,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,165,0,2
6237,2022-07-07,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,2,0,0,116,0,2
6238,2022-09-23,2,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,5,0,0,38,0,1
6239,2022-05-02,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,182,0,1
6240,2022-10-19,5,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,6,0,65,12,1,2
6241,2022-09-17,,NaN,NaN,,,General traffic,323,50,71357,44,0,
6242,2022-07-18,2,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,105,0,1
6243,2022-08-03,,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,89,0,
6244,2022-08-08,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,6,0,0,84,0,2
6245,2022-08-13,2,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,79,0,1
6246,2022-08-17,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,3,0,0,75,0,1
6247,2022-10-03,2,CloserTwins,MoreAll,User ID Display,,Campaign,24,0,0,28,0,1
6248,2022-06-15,5,CloserTwins,interactive,Domain Display,,Campaign,1,0,0,138,0,2
6249,2022-10-31,5,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,6,0,0,0,1,2
6250,2022-06-02,,NaN,NaN,,,General traffic,4878,592,1737539,151,0,
6251,2022-05-05,5,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,179,0,2
6252,2022-06-01,5,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,152,0,2
6253,2022-05-14,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,5,0,125,170,0,2
6254,2022-07-09,4,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,867,114,0,2
6255,2022-08-28,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,6,0,0,64,0,2
6256,2022-06-24,1,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,129,0,1
6257,2022-09-06,4,CloserTwins,Faceoff,Domain Display,,Campaign,2,0,0,55,0,2
6258,2022-10-11,1,CloseFaster,MoreAll,User ID Display,,Campaign,16,0,0,20,0,1
6259,2022-05-29,3,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0,155,0,1
6260,2022-09-13,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,5,0,0,48,0,2
6261,2022-09-13,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,7,0,0,48,0,2
6262,2022-06-19,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0,134,0,3
6263,2022-05-08,3,CloseFaster,NoDTI,Facebook,Single image,Campaign,1,0,22,176,0,1
6264,2022-06-09,4,CloserTwins,Competitors,Domain Display,,Campaign,5,0,617,144,0,2
6265,2022-05-19,,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,1,0,0,165,0,
6266,2022-06-02,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,38,151,0,2
6267,2022-06-09,4,CloserTwins,CloseMore,Domain Display,,Campaign,4,0,0,144,0,2
6268,2022-09-10,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0,51,0,2
6269,2022-08-23,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,69,0,1
6270,2022-09-16,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0,45,0,2
6271,2022-10-10,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,1,0,0,21,0,3
6272,2022-04-29,2,CloserTwins,Cutdown,Facebook,Video,Campaign,2,0,0,185,0,1
6273,2022-04-26,2,CloserTwins,Faceoff,Domain Display,,Campaign,2,0,0,188,0,1
6274,2022-07-30,5,CloserTwins,MoreAll,Domain Display,,Campaign,3,0,16,93,0,2
6275,2022-08-14,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,22,0,517,78,0,3
6276,2022-10-06,2,CloseFaster,MoreAll,User ID Display,,Campaign,9,0,0,25,0,1
6277,2022-07-08,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,115,0,2
6278,2022-04-26,2,CloserTwins,Cutdown,Facebook,Video,Campaign,8,0,95,188,0,1
6279,2022-06-14,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,139,0,1
6280,2022-06-16,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,137,0,2
6281,2022-06-23,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,7,0,0,130,0,2
6282,2022-08-06,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,86,0,2
6283,2022-05-25,4,CloserTwins,Competitors,Domain Display,,Campaign,7,0,6,159,0,2
6284,2022-10-24,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,18,0,235,7,1,2
6285,2022-10-08,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,16,0,466,23,0,1
6286,2022-09-03,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,1,0,0,58,0,2
6287,2022-08-03,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,11,0,0,89,0,1
6288,2022-07-13,4,CloseFaster,FasterAll,User ID Display,,Campaign,1,0,0,110,0,2
6289,2022-10-11,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,9,0,0,20,0,1
6290,2022-08-19,4,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,0,73,0,2
6291,2022-10-26,4,CloserTwins,FasterAll,Domain Display,,Campaign,3,0,0,5,1,2
6292,2022-05-10,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,174,0,1
6293,2022-08-13,5,CloserTwins,MoreAll,Domain Display,,Campaign,12,0,912,79,0,2
6294,2022-10-17,5,CloseFaster,MoreAll,User ID Display,,Campaign,7,0,0,14,0,2
6295,2022-10-29,,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,2,1,
6296,2022-10-24,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,7,1,1
6297,2022-05-01,3,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,183,0,1
6298,2022-09-29,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,32,0,2
6299,2022-10-27,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,9,0,0,4,1,2
6300,2022-07-22,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,101,0,1
6301,2022-04-30,5,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,0,184,0,2
6302,2022-07-31,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,8,0,0,92,0,1
6303,2022-05-18,5,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0,166,0,2
6304,2022-09-21,1,CloseFaster,FasterAll,User ID Display,,Campaign,17,0,0,40,0,1
6305,2022-05-19,3,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0,165,0,1
6306,2022-04-27,2,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0,187,0,1
6307,2022-05-23,,CloseFaster,3steps,LinkedIn,Single image,Campaign,4,0,1162,161,0,
6308,2022-08-03,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0,89,0,2
6309,2022-08-21,4,CloserTwins,CloseMore,Domain Display,,Campaign,5,0,146,71,0,2
6310,2022-08-30,4,CloseFaster,MoreAll,Domain Display,,Campaign,4,0,46,62,0,2
6311,2022-06-20,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,133,0,1
6312,2022-10-17,4,CloserTwins,CloseMore,Domain Display,,Campaign,9,0,0,14,0,2
6313,2022-10-14,3,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,16,0,0,17,0,1
6314,2022-05-03,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,181,0,1
6315,2022-09-08,1,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,34,0,0,53,0,1
6316,2022-10-10,1,CloseFaster,MoreAll,User ID Display,,Campaign,9,0,0,21,0,1
6317,2022-07-18,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,2,0,323,105,0,3
6318,2022-08-04,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,9,0,210,88,0,2
6319,2022-08-04,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,88,0,2
6320,2022-07-07,2,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,0,116,0,1
6321,2022-05-10,5,CloserTwins,Cutdown,LinkedIn,Video,Campaign,2,0,0,174,0,2
6322,2022-08-05,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,3,0,0,87,0,2
6323,2022-09-06,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,6,55,0,2
6324,2022-07-20,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,69,0,17226,103,0,3
6325,2022-08-28,,NaN,NaN,,,General traffic,599,27,31301,64,0,
6326,2022-08-22,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,3,0,0,70,0,1
6327,2022-09-23,,NaN,NaN,,,General traffic,1,0,0,38,0,
6328,2022-06-01,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,9,0,51,152,0,2
6329,2022-09-20,5,CloseFaster,FasterAll,Domain Display,,Campaign,3,0,0,41,0,2
6330,2022-09-13,4,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,48,0,2
6331,2022-08-22,5,CloseFaster,FasterAll,Domain Display,,Campaign,3,0,0,70,0,2
6332,2022-09-21,1,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,12,0,0,40,0,1
6333,2022-04-13,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,7,0,0,201,0,3
6334,2022-06-28,2,UnfairAdvantage,OnePage,Facebook,Single image,Campaign,1,0,0,125,0,1
6335,2022-05-13,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,4,0,1784,171,0,2
6336,2022-04-24,6,CloserTwins,OTT,OTT,Video,Campaign,1,0,0,190,0,3
6337,2022-09-07,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,35,0,0,54,0,1
6338,2022-07-18,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,105,0,2
6339,2022-09-21,4,CloserTwins,MoreAll,User ID Display,,Campaign,33,0,1,40,0,2
6340,2022-08-15,3,CloseFaster,MoreAll,User ID Display,,Campaign,4,0,0,77,0,1
6341,2022-06-27,5,CloseFaster,MoreAll,Domain Display,,Campaign,11,0,27,126,0,2
6342,2022-06-11,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,4,0,0,142,0,2
6343,2022-10-24,,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,7,1,
6344,2022-06-05,1,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,148,0,1
6345,2022-09-14,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,8,0,0,47,0,1
6346,2022-07-19,6,Trade Media Ads,NaN,Trade Media,National_mortgage_news,Campaign,3,0,0,104,0,3
6347,2022-07-21,,NaN,NaN,,,General traffic,1,0,0,102,0,
6348,2022-07-26,5,CloserTwins,Faceoff,Domain Display,,Campaign,7,0,0,97,0,2
6349,2022-08-06,3,CloserTwins,Competitors,Domain Display,,Campaign,2,0,0,86,0,1
6350,2022-10-16,4,UnfairAdvantage,NaN,User ID Display,,Campaign,36,0,11,15,0,2
6351,2022-10-12,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,20,0,375,19,0,2
6352,2022-10-19,2,CloseFaster,FasterAll,User ID Display,,Campaign,12,0,0,12,1,1
6353,2022-04-28,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,9,0,633,186,0,3
6354,2022-10-05,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,1,0,0,26,0,2
6355,2022-07-02,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,121,0,2
6356,2022-05-13,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,10,0,1775,171,0,2
6357,2022-04-26,5,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,0,188,0,2
6358,2022-07-17,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,106,0,2
6359,2022-10-20,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,4,0,0,11,1,1
6360,2022-09-29,2,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,5,0,0,32,0,1
6361,2022-08-08,1,CloserTwins,Cutdown,Facebook,Video,Campaign,3,0,1,84,0,1
6362,2022-05-28,4,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,156,0,2
6363,2022-08-13,4,CloseFaster,MoreAll,User ID Display,,Campaign,2,0,0,79,0,2
6364,2022-09-25,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,36,0,2
6365,2022-05-03,3,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0,181,0,1
6366,2022-06-02,3,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,151,0,1
6367,2022-08-03,4,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,80,89,0,2
6368,2022-10-01,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0,30,0,1
6369,2022-10-06,5,CloseFaster,FasterAll,Domain Display,,Campaign,2,0,0,25,0,2
6370,2022-10-22,1,CloseFaster,FasterAll,User ID Display,,Campaign,12,0,0,9,1,1
6371,2022-10-24,5,CloseFaster,MoreAll,User ID Display,,Campaign,7,0,0,7,1,2
6372,2022-09-16,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,30,0,0,45,0,1
6373,2022-07-08,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,115,0,1
6374,2022-04-26,6,CloserTwins,OTT,OTT,Video,Campaign,2,0,0,188,0,3
6375,2022-10-18,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,11,0,0,13,1,2
6376,2022-09-14,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,4,0,45,47,0,3
6377,2022-09-19,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,7,0,0,42,0,1
6378,2022-04-05,6,Trade Media Ads,Rate Lock,Trade Media,National_mortgage_news,Campaign,3,0,0,209,0,3
6379,2022-07-16,,Others,NaN,,,Campaign,1,0,0,107,0,
6380,2022-09-16,2,CloseFaster,FasterAll,User ID Display,,Campaign,26,0,0,45,0,1
6381,2022-06-17,3,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,136,0,1
6382,2022-06-14,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,139,0,2
6383,2022-07-21,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0,102,0,2
6384,2022-09-04,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,2,0,0,57,0,1
6385,2022-09-24,4,CloserTwins,MoreAll,User ID Display,,Campaign,18,0,1699,37,0,2
6386,2022-04-23,3,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,191,0,1
6387,2022-06-14,4,CloseFaster,FasterAll,User ID Display,,Campaign,12,0,2,139,0,2
6388,2022-06-11,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,142,0,2
6389,2022-07-29,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,94,0,1
6390,2022-05-24,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,160,0,2
6391,2022-10-22,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,28,0,5089,9,1,3
6392,2022-05-18,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,6,0,106,166,0,3
6393,2022-07-05,2,CloserTwins,Cutdown,Facebook,Video,Campaign,2,0,0,118,0,1
6394,2022-07-29,4,CloserTwins,MoreAll,User ID Display,,Campaign,16,0,0,94,0,2
6395,2022-07-30,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,3,0,0,93,0,1
6396,2022-07-14,1,UnfairAdvantage,NaN,Facebook,Single image,Campaign,1,0,0,109,0,1
6397,2022-08-26,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,10,0,0,66,0,2
6398,2022-05-01,4,CloserTwins,Competitors,Domain Display,,Campaign,5,0,0,183,0,2
6399,2022-05-22,3,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,2,0,0,162,0,1
6400,2022-07-31,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,2,0,0,92,0,1
6401,2022-09-12,4,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,49,0,2
6402,2022-06-24,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0,129,0,1
6403,2022-06-01,2,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,152,0,1
6404,2022-06-28,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,1,0,0,125,0,3
6405,2022-08-29,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,8,0,9,63,0,2
6406,2022-08-31,3,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,0,61,0,1
6407,2022-09-03,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,3,0,1494,58,0,2
6408,2022-08-09,3,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,83,0,1
6409,2022-09-03,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0,58,0,1
6410,2022-05-29,2,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,155,0,1
6411,2022-06-13,,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,1340,140,0,
6412,2022-08-19,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,73,0,1
6413,2022-06-25,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,4,0,0,128,0,2
6414,2022-10-23,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,17,0,0,8,1,1
6415,2022-04-09,6,CloserTwins,OTT,OTT,Video,Campaign,6,0,8,205,0,3
6416,2022-07-30,4,CloseFaster,MoreAll,User ID Display,,Campaign,8,0,0,93,0,2
6417,2022-08-02,1,CloserTwins,Cutdown,Facebook,Video,Campaign,3,0,14,90,0,1
6418,2022-08-02,4,CloserTwins,MoreAll,User ID Display,,Campaign,1,0,0,90,0,2
6419,2022-05-11,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,173,0,2
6420,2022-08-25,4,CloserTwins,MoreAll,User ID Display,,Campaign,5,0,0,67,0,2
6421,2022-09-13,,Others,ad1,LinkedIn,,Campaign,2,0,420,48,0,
6422,2022-08-30,,CompetitiveOpportunity,Others,LinkedIn,Single image,Campaign,1,0,0,62,0,
6423,2022-05-15,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,169,0,2
6424,2022-05-16,4,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,168,0,2
6425,2022-07-31,2,CloseFaster,3steps,Facebook,Single image,Campaign,1,0,0,92,0,1
6426,2022-08-22,,Others,Others,,,General traffic,10,0,151,70,0,
6427,2022-10-07,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0,24,0,3
6428,2022-09-19,5,CloserTwins,Faceoff,Domain Display,,Campaign,11,0,0,42,0,2
6429,2022-07-13,2,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,5,110,0,1
6430,2022-07-24,1,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,0,99,0,1
6431,2022-04-23,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,191,0,2
6432,2022-09-10,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,2,0,0,51,0,3
6433,2022-04-20,2,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0,194,0,1
6434,2022-05-26,3,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,158,0,1
6435,2022-09-30,3,CloseFaster,FasterAll,User ID Display,,Campaign,12,0,0,31,0,1
6436,2022-07-29,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,94,0,2
