,Date,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign Traffic,Total_Sessions,Total_Bounces,Total_Duration,Days away from max date,Latest report?,Target_Groups
5895,2022-06-20,3,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,22,133,0,1
5896,2022-06-25,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,4,0,0,128,0,1
5897,2022-08-27,1,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,3,0,0,65,0,1
5898,2022-09-26,,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,35,0,
5899,2022-09-12,1,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,2,0,0,49,0,1
5900,2022-08-01,3,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,91,0,1
5901,2022-06-17,6,Trade Media Ads,NaN,Trade Media,Chrisman,General traffic,1,0,0,136,0,3
5902,2022-08-06,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,86,0,2
5903,2022-09-06,5,CloseFaster,FasterAll,User ID Display,,Campaign,2,2,0,55,0,2
5904,2022-05-09,4,CloseFaster,MoreAll,Domain Display,,Campaign,1,0,0,175,0,2
5905,2022-05-17,,CloserTwins,Paperwork,LinkedIn,Video,Campaign,2,0,0,167,0,
5906,2022-08-13,3,CloserTwins,MoreAll,User ID Display,,Campaign,8,0,0,79,0,1
5907,2022-10-16,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,26,0,0,15,0,2
5908,2022-08-17,3,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,8,0,0,75,0,1
5909,2022-05-24,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,160,0,1
5910,2022-08-02,3,CloserTwins,MoreAll,User ID Display,,Campaign,30,0,0,90,0,1
5911,2022-04-05,,Others,NaN,,,Campaign,1,0,0,209,0,
5912,2022-07-23,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,100,0,2
5913,2022-04-25,,NaN,NaN,,,General traffic,1770,3,177802,189,0,
5914,2022-05-15,3,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,169,0,1
5915,2022-09-08,1,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,53,0,1
5916,2022-04-12,,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,1,0,0,202,0,
5917,2022-09-10,3,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,15,0,0,51,0,1
5918,2022-06-12,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,3,0,0,141,0,2
5919,2022-05-15,2,UnfairAdvantage,OnePage,Facebook,Single image,Campaign,1,0,0,169,0,1
5920,2022-07-02,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,121,0,1
5921,2022-08-27,2,CloseFaster,FasterAll,User ID Display,,Campaign,3,0,0,65,0,1
5922,2022-09-22,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,7,0,0,39,0,2
5923,2022-06-26,1,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,127,0,1
5924,2022-09-20,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,0,41,0,1
5925,2022-10-13,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,356,18,0,1
5926,2022-09-20,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,41,0,2
5927,2022-05-24,5,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0,160,0,2
5928,2022-07-13,4,CloserTwins,Faceoff,Domain Display,,Campaign,2,0,0,110,0,2
5929,2022-07-08,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,8,0,0,115,0,2
5930,2022-05-05,5,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,179,0,2
5931,2022-10-12,1,CloserTwins,MoreAll,User ID Display,,Campaign,27,0,77,19,0,1
5932,2022-09-22,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,39,0,1
5933,2022-08-02,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,95,0,11405,90,0,3
5934,2022-05-23,5,CloserTwins,interactive,Domain Display,,Campaign,1,0,0,161,0,2
5935,2022-08-09,5,CloserTwins,MoreAll,Domain Display,,Campaign,6,0,0,83,0,2
5936,2022-07-31,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0,92,0,1
5937,2022-05-24,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,160,0,2
5938,2022-06-10,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,5,0,845,143,0,3
5939,2022-07-01,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,122,0,1
5940,2022-05-26,1,CloserTwins,Cutdown,Facebook,Video,Campaign,2,0,0,158,0,1
5941,2022-08-15,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,9,0,0,77,0,1
5942,2022-09-25,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,16,0,729,36,0,3
5943,2022-05-01,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,165,183,0,2
5944,2022-06-24,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,3,0,0,129,0,2
5945,2022-07-15,5,CloseFaster,MoreAll,Domain Display,,Campaign,1,0,0,108,0,2
5946,2022-07-12,4,CloseFaster,MoreAll,User ID Display,,Campaign,5,0,0,111,0,2
5947,2022-06-30,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0,123,0,2
5948,2022-07-23,5,CloseFaster,FasterAll,Domain Display,,Campaign,3,0,0,100,0,2
5949,2022-09-30,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0,31,0,2
5950,2022-06-22,1,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,131,0,1
5951,2022-05-18,4,CloserTwins,Faceoff,LinkedIn,Video,Campaign,1,0,0,166,0,2
5952,2022-10-24,2,CloseFaster,MoreAll,User ID Display,,Campaign,11,0,0,7,1,1
5953,2022-10-21,,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,10,1,
5954,2022-05-03,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,108,181,0,2
5955,2022-07-12,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,8,0,0,111,0,2
5956,2022-07-03,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,120,0,1
5957,2022-05-25,4,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,2,0,0,159,0,2
5958,2022-09-14,2,CloseFaster,FasterAll,User ID Display,,Campaign,5,0,0,47,0,1
5959,2022-05-07,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,6,0,0,177,0,2
5960,2022-05-31,3,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,153,0,1
5961,2022-04-21,4,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0,193,0,2
5962,2022-10-18,5,CloseFaster,FasterAll,Domain Display,,Campaign,7,0,0,13,1,2
5963,2022-07-17,1,UnfairAdvantage,NaN,Facebook,Single image,Campaign,1,0,0,106,0,1
5964,2022-04-23,4,CloserTwins,Cutdown,LinkedIn,Video,Campaign,2,0,0,191,0,2
5965,2022-09-27,2,CloseFaster,FasterAll,User ID Display,,Campaign,7,0,0,34,0,1
5966,2022-09-04,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,14,0,233,57,0,3
5967,2022-09-03,3,CloserTwins,Competitors,Domain Display,,Campaign,1,0,0,58,0,1
5968,2022-07-26,6,Trade Media Ads,NaN,Trade Media,Chrisman,General traffic,1,0,0,97,0,3
5969,2022-07-05,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,2,0,0,118,0,2
5970,2022-07-19,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0,104,0,1
5971,2022-05-03,5,CloserTwins,MoreAll,Domain Display,,Campaign,2,0,0,181,0,2
5972,2022-05-31,,CloserTwins,interactive,Domain Display,,Campaign,2,0,0,153,0,
5973,2022-08-19,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,2,0,0,73,0,2
5974,2022-10-08,,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,23,0,
5975,2022-08-03,5,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,2,0,0,89,0,2
5976,2022-07-04,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,119,0,1
5977,2022-05-14,2,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,146,170,0,1
5978,2022-08-18,5,CloseFaster,MoreAll,Domain Display,,Campaign,5,0,273,74,0,2
5979,2022-09-28,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,10,0,0,33,0,2
5980,2022-09-18,5,CloseFaster,MoreAll,Domain Display,,Campaign,1,0,0,43,0,2
5981,2022-07-20,,NaN,NaN,,,General traffic,2240,326,756002,103,0,
5982,2022-04-25,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,6,189,0,1
5983,2022-09-23,4,CloseFaster,FasterAll,User ID Display,,Campaign,9,0,0,38,0,2
5984,2022-10-09,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,224,22,0,2
5985,2022-06-15,4,CloseFaster,FasterAll,User ID Display,,Campaign,17,0,0,138,0,2
5986,2022-09-26,4,CloserTwins,Competitors,Domain Display,,Campaign,1,0,0,35,0,2
5987,2022-05-04,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0,180,0,2
5988,2022-07-21,1,CloserTwins,Namaste,Facebook,Video,Campaign,3,0,0,102,0,1
5989,2022-09-15,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,12,0,0,46,0,1
5990,2022-07-04,5,CloserTwins,MoreAll,Domain Display,,Campaign,4,0,7,119,0,2
5991,2022-05-25,5,CloserTwins,Competitors,Domain Display,,Campaign,3,0,705,159,0,2
5992,2022-08-26,1,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,3,0,0,66,0,1
5993,2022-08-07,4,CloseFaster,FasterAll,User ID Display,,Campaign,4,0,0,85,0,2
5994,2022-09-18,4,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,43,0,2
5995,2022-08-08,3,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,84,0,1
5996,2022-09-05,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,15,0,254,56,0,3
5997,2022-04-04,,NaN,NaN,,,General traffic,1598,2,182933,210,0,
5998,2022-08-14,3,CloseFaster,FasterAll,User ID Display,,Campaign,9,0,0,78,0,1
5999,2022-09-20,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,23,0,0,41,0,2
6000,2022-04-27,2,CloserTwins,Cutdown,LinkedIn,Video,Campaign,2,0,0,187,0,1
6001,2022-06-22,4,CloseFaster,FasterAll,User ID Display,,Campaign,8,0,0,131,0,2
6002,2022-05-08,1,CloserTwins,Faceoff,Domain Display,,Campaign,2,0,0,176,0,1
6003,2022-08-18,5,CloserTwins,Faceoff,Domain Display,,Campaign,9,0,0,74,0,2
6004,2022-05-15,5,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,169,0,2
6005,2022-09-25,3,CloserTwins,Competitors,Domain Display,,Campaign,1,0,0,36,0,1
6006,2022-06-16,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,137,0,2
6007,2022-06-03,3,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,14,150,0,1
6008,2022-05-06,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,178,0,1
6009,2022-07-25,5,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,2,0,0,98,0,2
6010,2022-07-27,3,CloseFaster,3steps,Facebook,Single image,Campaign,1,0,0,96,0,1
6011,2022-08-26,3,CloseFaster,MoreAll,User ID Display,,Campaign,3,0,0,66,0,1
6012,2022-04-22,4,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,192,0,2
6013,2022-05-28,4,CloserTwins,interactive,Domain Display,,Campaign,1,0,0,156,0,2
6014,2022-09-01,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,2,0,0,60,0,2
6015,2022-09-27,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,8,34,0,2
6016,2022-04-23,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,191,0,2
6017,2022-08-15,3,CloserTwins,FasterAll,Domain Display,,Campaign,3,0,0,77,0,1
6018,2022-10-03,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0,28,0,1
6019,2022-10-05,5,CloseFaster,MoreAll,Domain Display,,Campaign,3,0,0,26,0,2
6020,2022-10-23,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0,8,1,2
6021,2022-10-28,,NaN,NaN,,,General traffic,2380,343,1089691,3,1,
6022,2022-07-11,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,2,0,0,112,0,3
6023,2022-04-22,4,CloserTwins,CloseMore,Domain Display,,Campaign,7,0,8,192,0,2
6024,2022-07-28,3,CloseFaster,MoreAll,User ID Display,,Campaign,15,0,0,95,0,1
6025,2022-08-26,4,CloseFaster,MoreAll,User ID Display,,Campaign,1,0,0,66,0,2
6026,2022-08-14,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,2,0,7,78,0,2
6027,2022-05-30,5,CloserTwins,MoreAll,LinkedIn,Video,Campaign,1,0,0,154,0,2
6028,2022-08-23,,NaN,NaN,,,General traffic,1,0,0,69,0,
6029,2022-09-21,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,11,0,0,40,0,2
6030,2022-08-24,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,1,0,0,68,0,2
6031,2022-10-06,4,CloseFaster,MoreAll,User ID Display,,Campaign,23,0,0,25,0,2
6032,2022-08-01,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,91,0,2
6033,2022-10-21,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,7,0,0,10,1,1
6034,2022-05-14,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,0,170,0,2
6035,2022-05-25,3,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,0,159,0,1
6036,2022-06-21,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,8,0,0,132,0,3
6037,2022-05-21,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,22,0,3506,163,0,3
6038,2022-04-19,4,CloserTwins,MoreAll,LinkedIn,Video,Campaign,1,0,0,195,0,2
6039,2022-05-15,4,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,2,0,0,169,0,2
6040,2022-07-08,4,CloseFaster,FasterAll,User ID Display,,Campaign,2,0,0,115,0,2
6041,2022-08-03,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,89,0,1
6042,2022-10-15,4,UnfairAdvantage,NaN,User ID Display,,Campaign,29,0,0,16,0,2
6043,2022-08-25,5,CloseFaster,FasterAll,User ID Display,,Campaign,8,8,0,67,0,2
6044,2022-10-10,4,CloserTwins,Faceoff,Domain Display,,Campaign,3,0,15,21,0,2
6045,2022-07-19,,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,104,0,
6046,2022-05-06,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,1065,178,0,2
6047,2022-08-21,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,1,0,0,71,0,3
6048,2022-06-01,6,Trade Media Ads,NaN,Trade Media,National_mortgage_news,Campaign,1,0,0,152,0,3
6049,2022-07-04,5,CloserTwins,interactive,Domain Display,,Campaign,1,1,0,119,0,2
6050,2022-09-19,2,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,5,0,0,42,0,1
6051,2022-07-12,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,111,0,1
6052,2022-08-12,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,80,0,2
6053,2022-08-26,2,CloseFaster,FasterAll,User ID Display,,Campaign,5,0,0,66,0,1
6054,2022-10-05,5,CloserTwins,Competitors,Domain Display,,Campaign,1,0,0,26,0,2
6055,2022-10-12,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0,19,0,2
6056,2022-10-01,5,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,30,0,2
6057,2022-10-26,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,28,0,42,5,1,2
6058,2022-05-07,5,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,177,0,2
6059,2022-07-03,3,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,120,0,1
6060,2022-07-18,2,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,105,0,1
6061,2022-07-16,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,184,107,0,2
6062,2022-06-09,5,CloserTwins,Faceoff,Domain Display,,Campaign,7,0,0,144,0,2
6063,2022-06-12,1,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,2,0,0,141,0,1
6064,2022-06-29,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,0,124,0,2
6065,2022-08-08,1,CloseFaster,MoreAll,User ID Display,,Campaign,4,0,0,84,0,1
6066,2022-05-12,2,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,172,0,1
6067,2022-05-29,5,CloserTwins,Faceoff,Domain Display,,Campaign,4,0,1927,155,0,2
6068,2022-09-02,5,CloserTwins,Faceoff,Domain Display,,Campaign,3,0,567,59,0,2
6069,2022-10-05,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,8,0,0,26,0,2
6070,2022-09-24,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,1,0,0,37,0,2
6071,2022-06-14,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,139,0,1
6072,2022-06-27,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,126,0,2
6073,2022-10-26,4,CloserTwins,CloseMore,Domain Display,,Campaign,3,0,0,5,1,2
6074,2022-07-27,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,2,0,0,96,0,2
6075,2022-08-27,4,CloseFaster,MoreAll,Domain Display,,Campaign,3,0,0,65,0,2
6076,2022-07-23,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,11,0,0,100,0,2
6077,2022-05-30,5,CloseFaster,MoreAll,Domain Display,,Campaign,11,0,278,154,0,2
6078,2022-06-16,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,137,0,1
6079,2022-09-08,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,6,0,0,53,0,2
6080,2022-04-21,2,CloserTwins,MoreAll,Domain Display,,Campaign,2,0,288,193,0,1
6081,2022-04-27,3,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0,187,0,1
6082,2022-10-14,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,17,0,1
6083,2022-07-01,4,CloseFaster,MoreAll,User ID Display,,Campaign,5,0,0,122,0,2
6084,2022-07-28,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,95,0,2
6085,2022-08-11,4,CloseFaster,FasterAll,User ID Display,,Campaign,3,0,0,81,0,2
6086,2022-10-24,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,14,0,0,7,1,1
6087,2022-05-28,5,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,156,0,2
6088,2022-10-27,,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0,4,1,
6089,2022-08-22,1,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,70,0,1
6090,2022-06-01,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,0,152,0,2
6091,2022-06-09,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,24,0,2,144,0,2
6092,2022-08-19,5,CloseFaster,MoreAll,Domain Display,,Campaign,7,0,34,73,0,2
6093,2022-06-12,1,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,141,0,1
6094,2022-09-09,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,52,0,1
6095,2022-07-21,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,4,0,38,102,0,3
6096,2022-05-29,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,155,0,1
6097,2022-09-14,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,2,0,0,47,0,2
6098,2022-04-25,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,2,0,80,189,0,3
6099,2022-08-07,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,0,85,0,2
6100,2022-09-26,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,24,0,534,35,0,2
6101,2022-07-15,4,CloseFaster,MoreAll,User ID Display,,Campaign,4,0,0,108,0,2
6102,2022-05-04,1,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0,180,0,1
6103,2022-08-05,1,CloseFaster,FasterAll,User ID Display,,Campaign,12,0,0,87,0,1
6104,2022-08-27,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,1,0,0,65,0,2
6105,2022-08-12,3,CloseFaster,MoreAll,User ID Display,,Campaign,11,0,0,80,0,1
6106,2022-09-08,1,CloserTwins,MoreAll,User ID Display,,Campaign,42,0,0,53,0,1
6107,2022-07-30,2,CloseFaster,MoreAll,User ID Display,,Campaign,11,0,0,93,0,1
6108,2022-10-26,5,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,11,0,5,5,1,2
6109,2022-09-27,5,CloseFaster,MoreAll,Domain Display,,Campaign,4,0,359,34,0,2
6110,2022-07-15,6,Trade Media Ads,NaN,Trade Media,National_mortgage_news,Campaign,2,0,268,108,0,3
6111,2022-08-31,5,CloserTwins,Faceoff,Domain Display,,Campaign,4,0,0,61,0,2
6112,2022-08-13,5,CloserTwins,Competitors,Domain Display,,Campaign,2,0,0,79,0,2
6113,2022-06-13,5,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,5,0,4,140,0,2
6114,2022-07-05,3,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0,118,0,1
6115,2022-05-14,5,CloserTwins,Faceoff,LinkedIn,Video,Campaign,1,0,0,170,0,2
6116,2022-08-20,5,CloserTwins,MoreAll,Domain Display,,Campaign,5,0,223,72,0,2
6117,2022-07-03,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,120,0,1
6118,2022-09-11,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,2,0,0,50,0,3
6119,2022-10-29,4,CloseFaster,MoreAll,User ID Display,,Campaign,15,0,3,2,1,2
6120,2022-09-28,2,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,9,0,0,33,0,1
6121,2022-07-07,1,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0,116,0,1
6122,2022-06-20,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0,133,0,2
6123,2022-10-24,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,11,0,0,7,1,1
6124,2022-06-13,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,140,0,2
6125,2022-10-10,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,21,0,1
6126,2022-04-05,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,1,0,0,209,0,3
6127,2022-09-17,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,44,0,1
6128,2022-06-15,1,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,138,0,1
6129,2022-08-20,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,1,0,0,72,0,3
6130,2022-09-05,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0,56,0,2
6131,2022-05-09,3,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0,175,0,1
6132,2022-08-08,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,84,0,1
6133,2022-08-08,4,CloseFaster,MoreAll,Domain Display,,Campaign,3,0,0,84,0,2
6134,2022-05-26,5,CloserTwins,MoreAll,Domain Display,,Campaign,1,0,0,158,0,2
6135,2022-07-06,2,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0,117,0,1
6136,2022-04-29,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,185,0,2
6137,2022-06-01,3,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,152,0,1
6138,2022-10-01,1,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,30,0,1
6139,2022-07-11,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,106,0,17059,112,0,3
6140,2022-07-04,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,119,0,2
6141,2022-07-29,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,94,0,1
6142,2022-05-25,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,159,0,1
6143,2022-06-01,1,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,152,0,1
6144,2022-10-25,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,6,1,2
6145,2022-04-30,5,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,184,0,2
6146,2022-06-22,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,131,0,1
6147,2022-06-17,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,4,0,0,136,0,3
6148,2022-05-03,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,181,0,1
6149,2022-08-30,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,62,0,2
6150,2022-07-26,1,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,97,0,1
6151,2022-10-02,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,29,0,2
6152,2022-04-22,3,CloserTwins,Faceoff,Domain Display,,Campaign,2,0,0,192,0,1
6153,2022-09-16,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,26,0,0,45,0,1
6154,2022-05-21,5,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0,163,0,2
6155,2022-08-14,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0,78,0,2
6156,2022-05-20,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,164,0,2
6157,2022-04-30,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,9,0,11,184,0,2
6158,2022-08-24,,Others,Others,,,General traffic,18,0,372,68,0,
6159,2022-07-28,1,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,22,0,0,95,0,1
6160,2022-08-20,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,72,0,1
6161,2022-05-25,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,39,159,0,2
6162,2022-06-02,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,2,0,0,151,0,2
6163,2022-07-20,4,CloserTwins,Competitors,Domain Display,,Campaign,2,0,0,103,0,2
6164,2022-06-21,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,132,0,1
6165,2022-08-19,5,CloserTwins,Faceoff,Domain Display,,Campaign,3,0,0,73,0,2
