Date,Audience,Target_Group,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign_Traffic,Total_Sessions,Total_Bounces,Total_Duration
26/10/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
4/5/2022,4,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0
29/7/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
6/5/2022,3,1,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
16/10/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,163
28/6/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0
8/7/2022,6,3,others,728x90,Trade Media,National_mortgage_news,Campaign,1,0,0
7/9/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,30,0,0
22/5/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,4,0,902
10/10/2022,4,2,UnfairAdvantage,1099,Domain Display,NA,Campaign,22,0,47
6/10/2022,3,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0
7/8/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
10/8/2022,2,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
21/6/2022,3,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0
17/8/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,9,0,0
5/10/2022,4,2,UnfairAdvantage,1099,User ID Display,NA,Campaign,21,0,0
15/8/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0
12/9/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,22
7/7/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,4,0,0
7/9/2022,5,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,3,0,0
8/5/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0
21/9/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,14,0,0
1/7/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,3
26/8/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,4,0,0
23/10/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,8,0,10
5/9/2022,3,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0
28/4/2022,6,3,CloserTwins,OTT_30,OTT,Video,Campaign,3,0,0
16/6/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,5,0,0
25/8/2022,4,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
1/9/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0
24/6/2022,1,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
4/6/2022,3,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0
5/6/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,24,0,615
6/6/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,3,0,6
25/6/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,7,0,0
16/10/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,26,0,0
3/9/2022,2,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,0
23/8/2022,NA,NA,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0
14/8/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,5,0,0
6/5/2022,6,3,others,Rate Lock,Trade Media,Scotsman,Campaign,1,0,0
20/7/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
2/4/2022,NA,NA,NA,NA,NA,NA,General traffic,235,1,16917
8/5/2022,4,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
23/9/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,14,0,104
15/8/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0
10/5/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0
30/5/2022,5,2,CloserTwins,Paperwork,LinkedIn,Video,Campaign,2,0,0
10/9/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0
18/6/2022,5,2,CloserTwins,interactive,Domain Display,NA,Campaign,1,1,0
24/9/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,11,0,0
22/8/2022,1,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
6/8/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,5,0,463
8/9/2022,NA,NA,others,ad1,LinkedIn,NA,Campaign,1,0,58
22/10/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,45,0,284
24/9/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,9,0,0
26/8/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,3,0,0
4/8/2022,1,1,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
28/10/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,101,0,13642
7/5/2022,1,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
1/10/2022,4,2,UnfairAdvantage,1099,User ID Display,NA,Campaign,8,0,0
25/4/2022,3,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,1
16/7/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,23,0,1406
18/8/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0
25/10/2022,NA,NA,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,1,0,0
5/7/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,8,0,350
14/7/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,1907
22/9/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,7,0,0
24/4/2022,1,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
1/9/2022,4,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
7/6/2022,4,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
4/10/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,6,0,0
7/9/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,2,0,0
28/6/2022,6,3,others,NA,Trade Media,Chrisman,General traffic,11,0,4112
16/5/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
16/7/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
4/8/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,11,0,0
29/4/2022,4,2,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0
25/5/2022,4,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0
30/7/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,3,0,0
3/8/2022,1,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
14/9/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,14,0,0
17/10/2022,1,1,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
18/10/2022,4,2,UnfairAdvantage,1099,Domain Display,NA,Campaign,59,0,120
11/5/2022,1,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0
13/9/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,26,0,457
9/7/2022,NA,NA,NA,NA,NA,NA,General traffic,318,59,41292
2/9/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
11/10/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,28,27,4
29/9/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,6,0,0
18/8/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,5,0,0
12/8/2022,1,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,0
30/6/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,7,0,0
14/8/2022,2,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
9/8/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0
16/4/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0
17/8/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0
3/10/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,19,0,0
18/9/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0
19/7/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
26/9/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,26,0,10
6/8/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,8,0,0
16/5/2022,NA,NA,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
23/8/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,4,0,0
1/10/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,17,0,0
10/10/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,18,0,0
12/7/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,2
18/9/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,17,0,0
30/5/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,4,0,0
22/9/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,3,0,0
16/7/2022,2,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
25/6/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0
26/8/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,2,0,0
31/8/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,6,0,0
21/6/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,6,0,0
30/7/2022,3,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
1/6/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
5/10/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,21,0,57
25/5/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
27/6/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0
14/5/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,3,0,318
16/6/2022,1,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,85
9/5/2022,4,2,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0
17/8/2022,2,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0
29/8/2022,1,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,1,0,0
18/5/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0
10/6/2022,2,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
11/8/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0
30/9/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,8,0,0
27/5/2022,2,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
15/10/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,24,0,0
7/9/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,10,0,259
15/5/2022,3,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
25/10/2022,4,2,UnfairAdvantage,1099,User ID Display,NA,Campaign,26,0,110
6/9/2022,4,2,others,ad1,LinkedIn,NA,Campaign,9,0,0
18/5/2022,3,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
24/6/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0
21/5/2022,1,1,CloseFaster,NoDTI,Facebook,Single image,Campaign,1,0,0
1/8/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,6,0,0
20/8/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
28/6/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0
19/10/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
13/7/2022,3,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,1007
2/5/2022,5,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,205
24/10/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,109,0,7800
15/7/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0
6/5/2022,1,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0
11/6/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0
14/10/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,2
14/5/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,6,0,62
15/8/2022,2,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0
29/4/2022,4,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0
16/7/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,8,0,0
6/9/2022,1,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,0
27/5/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0
30/7/2022,3,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,3,0,0
17/8/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,3,0,0
17/9/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,7,0,0
8/7/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
15/7/2022,3,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
26/9/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,31
11/6/2022,2,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
3/7/2022,1,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0
15/7/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,9,0,444
1/5/2022,1,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
14/6/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0
10/6/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,9,0,0
4/5/2022,1,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
10/10/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,NA,Campaign,10,0,0
23/5/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,10,0,1085
9/7/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0
12/5/2022,1,1,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0
26/6/2022,6,3,others,ROS5,Trade Media,Housingwire,Campaign,1,0,0
11/7/2022,1,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0
16/9/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0
14/9/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,110,0,15397
3/5/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0
3/8/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
21/8/2022,NA,NA,CloserTwins,Faster,Domain Display,NA,Campaign,4,0,203
18/10/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,8,0,0
13/5/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0
18/6/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
5/5/2022,4,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0
15/6/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,5,0,3073
20/9/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,5,0,210
1/5/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
18/10/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,29,0,15
16/6/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,6
23/8/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,17,0,0
29/5/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0
21/8/2022,NA,NA,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
17/10/2022,NA,NA,UnfairAdvantage,1099,User ID Display,NA,Campaign,2,0,499
29/9/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,0
30/9/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,6,0,0
20/5/2022,1,1,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0
3/6/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,6,0,0
13/6/2022,NA,NA,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
22/7/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,6,0,34
27/7/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,5,0,0
15/5/2022,1,1,CloserTwins,ShapeUp,LinkedIn,Video,Campaign,1,0,0
14/7/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0
18/8/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,1,0,0
17/5/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,6,0,890
21/7/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
11/9/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
29/8/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,3,0,0
29/8/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
7/9/2022,NA,NA,others,9/8/2022 0:00,NA,NA,General traffic,3,0,4
2/10/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0
23/8/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,3,0,0
8/8/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,0
9/8/2022,1,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,2,0,0
7/8/2022,2,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
9/8/2022,1,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
28/5/2022,1,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,2,0,0
6/5/2022,6,3,others,300x250,Trade Media,National_mortgage_news,Campaign,2,0,765
15/6/2022,2,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
25/9/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,45,0,0
23/9/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,3,0,0
12/9/2022,5,2,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,7,0,0
23/9/2022,NA,NA,NA,NA,NA,NA,General traffic,2929,399,883605
19/5/2022,6,3,others,300x250,Trade Media,National_mortgage_news,Campaign,1,0,0
3/10/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0
16/5/2022,NA,NA,CloserTwins,Namaste,LinkedIn,Video,Campaign,1,0,0
29/4/2022,1,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0
11/8/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,1,0,0
14/10/2022,5,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
8/6/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,92,0,0
8/5/2022,4,2,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,2,0,0
11/7/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,8,0,0
16/7/2022,3,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0
1/8/2022,NA,NA,others,ComingSoon,NA,NA,General traffic,1,0,0
28/9/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,22,0,1015
24/5/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0
4/6/2022,6,3,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,1,0,0
10/6/2022,1,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0
8/10/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,13,0,0
14/8/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,6,0,0
22/5/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
27/9/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,3,0,0
23/5/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,3
2/5/2022,1,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,2,0,0
20/9/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
25/6/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,1,0,0
1/5/2022,5,2,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0
6/10/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,10,0,0
17/5/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,10,0,0
18/10/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,49,0,1630
22/10/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,69,0,1413
28/7/2022,5,2,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,20,0,0
15/7/2022,6,3,others,NA,Trade Media,Chrisman,General traffic,3,0,774
20/6/2022,5,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
1/6/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,6,0,0
25/4/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,6
28/5/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,0
4/7/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0
29/6/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0
26/4/2022,6,3,CloserTwins,OTT_30,OTT,Video,Campaign,9,0,35
26/10/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,7,0,10
13/10/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,25,0,0
7/7/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,5,0,0
6/7/2022,3,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
27/9/2022,NA,NA,NA,NA,NA,NA,General traffic,2685,396,1044737
1/10/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,4,0,0
10/6/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
31/5/2022,5,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,3,0,0
19/10/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,18,0,0
14/9/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,10,0,0
26/9/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0
27/7/2022,1,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,6
9/8/2022,3,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,3,0,0
31/8/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,4,0,0
22/10/2022,3,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
4/9/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,1,0,0
28/6/2022,2,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
17/7/2022,3,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0
21/10/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,NA,Campaign,20,0,0
11/9/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,26,0,0
2/10/2022,3,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0
6/6/2022,NA,NA,CloserTwins,Namaste,LinkedIn,Video,Campaign,2,0,0
10/7/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,1,0,0
5/5/2022,4,2,CloserTwins,Paperwork,LinkedIn,Video,Campaign,2,0,0
2/8/2022,1,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0
7/8/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0
18/8/2022,NA,NA,NA,NA,NA,NA,General traffic,1979,347,729581
5/8/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,12,12,0
23/4/2022,4,2,CloserTwins,Paperwork,LinkedIn,Video,Campaign,2,0,10
21/8/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
18/10/2022,2,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0
30/4/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,4,0,0
14/9/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,18,0,0
25/7/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0
26/8/2022,3,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
4/5/2022,6,3,others,Rate Lock,Trade Media,Scotsman,Campaign,2,0,153
22/6/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,9,0,377
31/7/2022,1,1,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
28/8/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,6,0,0
7/7/2022,1,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0
6/8/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
2/8/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0
14/8/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0
25/8/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,7,0,0
2/10/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0
9/6/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,18,0,92
17/9/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,866
21/5/2022,1,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
30/5/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,7,0,0
7/10/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,17,0,7
21/4/2022,1,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0
